STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,Month,Year
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/25/1952,0,0,82,49,9,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/26/1952,0,0,84,45,9,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/27/1952,0,0,73,45,9,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/28/1952,0,0,75,45,9,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/29/1952,0,0,77,37,9,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/30/1952,0,0,75,51,9,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/1/1952,0,0,81,53,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/2/1952,0,0,86,45,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/3/1952,0,0,88,45,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/4/1952,0,0,85,41,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/5/1952,0,0,85,37,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/6/1952,0,0,86,36,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/7/1952,0,0,87,38,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/8/1952,0,0,80,44,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/9/1952,0,0,64,57,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/10/1952,0,0,69,46,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/11/1952,0,0,70,37,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/12/1952,0,0,75,39,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/13/1952,0,0,76,41,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/14/1952,0,0,73,45,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/15/1952,0,0,80,34,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/16/1952,0,0,78,33,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/17/1952,0,0,75,36,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/18/1952,0,0,76,43,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/19/1952,0,0,65,50,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/20/1952,0,0,72,46,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/21/1952,0,0,67,48,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/22/1952,0,0,67,48,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/23/1952,0,0,64,45,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/24/1952,0.25,0,63,39,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/25/1952,0,0,62,35,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/26/1952,0,0,64,39,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/27/1952,0,0,60,38,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/28/1952,0.31,0,60,33,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/29/1952,0.1,0,50,36,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/30/1952,0.03,0,61,44,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/31/1952,0.33,0,61,39,10,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/1/1952,0,0,48,34,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/2/1952,0,0,52,32,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/3/1952,0,0,52,32,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/4/1952,0,0,48,38,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/5/1952,0,0,55,31,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/6/1952,0,0,52,32,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/7/1952,0,0,47,31,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/8/1952,0,0,50,28,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/9/1952,0,0,46,33,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/10/1952,0.2,0,55,36,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/11/1952,0.09,0,55,42,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/12/1952,0.3,0,50,43,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/13/1952,0.39,0,54,41,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/14/1952,0.1,0,42,32,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/15/1952,0,0,45,34,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/16/1952,0,0,38,34,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/17/1952,0,0,43,35,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/18/1952,0,0,39,35,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/19/1952,0,0,39,36,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/20/1952,0,0,48,36,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/21/1952,0,0,52,27,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/22/1952,0,0,53,26,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/23/1952,0,0,48,20,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/24/1952,0,0,42,20,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/25/1952,0,0,42,21,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/26/1952,0,0,41,18,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/27/1952,0,0,39,15,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/28/1952,0,0,36,23,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/29/1952,0,0,39,20,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",11/30/1952,0.41,0,39,30,11,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/1/1952,0.31,0,42,34,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/2/1952,0.4,0,44,38,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/3/1952,0.25,0,52,42,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/4/1952,0.81,0,52,37,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/5/1952,0.44,0,44,33,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/6/1952,1.25,0,45,40,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/7/1952,0.47,0,49,37,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/8/1952,0.07,0,45,35,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/9/1952,0.86,0,49,37,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/10/1952,0.11,0,52,36,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/11/1952,0.09,0,56,39,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/12/1952,0,0,60,34,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/13/1952,0,0,54,33,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/14/1952,0,0,58,31,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/15/1952,0,0,37,30,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/16/1952,0,0,46,32,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/17/1952,0,0,43,31,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/18/1952,0.17,0,42,34,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/19/1952,0,0,45,40,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/20/1952,0.15,0,49,38,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/21/1952,0.25,0,48,36,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/22/1952,0,0,49,30,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/23/1952,0,0,36,31,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/24/1952,0,0,36,26,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/25/1952,0,0,39,30,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/26/1952,0.11,0,45,31,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/27/1952,0.03,0,51,27,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/28/1952,0.34,0,48,32,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/29/1952,0.45,0,56,41,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/30/1952,0.45,0,51,34,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",12/31/1952,0.12,0,45,31,12,1952
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/1/1953,0.12,0,51,31,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/2/1953,0.73,0,55,33,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/3/1953,0.24,0,57,39,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/4/1953,0,0,57,35,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/5/1953,0,0,45,33,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/6/1953,0,0,36,34,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/7/1953,0.54,0,47,34,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/8/1953,0.73,0,50,43,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/9/1953,1.36,0,58,50,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/10/1953,0.01,0,56,39,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/11/1953,0.2,0,51,43,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/12/1953,0.34,0,56,50,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/13/1953,0.89,0,56,45,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/14/1953,0.1,0,48,40,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/15/1953,0.09,0,49,41,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/16/1953,0.49,0,51,47,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/17/1953,0.65,0,54,48,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/18/1953,1.15,0,51,50,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/19/1953,0.66,0,58,45,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/20/1953,1.38,0,54,46,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/21/1953,0.22,0,52,39,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/22/1953,0.43,0,47,42,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/23/1953,0.27,0,54,44,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/24/1953,0,0,57,38,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/25/1953,0.46,0,54,38,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/26/1953,0.64,0,45,36,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/27/1953,0.21,0,45,35,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/28/1953,0.17,0,46,40,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/29/1953,0.14,0,49,43,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/30/1953,0.01,0,53,45,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/31/1953,0,0,54,46,1,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/1/1953,0.29,0,55,35,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/2/1953,0.22,0,51,40,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/3/1953,1.04,0,52,42,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/4/1953,0.15,0,54,41,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/5/1953,0.57,0,48,42,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/6/1953,0.14,0,53,45,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/7/1953,0.16,0,58,49,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/8/1953,0.11,0,53,34,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/9/1953,0,0,52,31,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/10/1953,0,0,50,30,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/11/1953,0,0,54,29,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/12/1953,0,0,50,33,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/13/1953,0,0,54,36,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/14/1953,0,0,53,39,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/15/1953,0.24,0,51,34,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/16/1953,0.34,0,44,38,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/17/1953,1.32,0,48,38,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/18/1953,0.65,0,45,33,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/19/1953,0.12,0,49,26,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/20/1953,0.07,0,50,34,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/21/1953,0,0,46,36,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/22/1953,0.01,0,51,37,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/23/1953,0,0,51,26,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/24/1953,0,0,48,25,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/25/1953,0,0,53,28,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/26/1953,0,0,54,29,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/27/1953,0,0,56,35,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/28/1953,0,0,56,37,2,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/1/1953,0,0,51,27,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/2/1953,0,0,47,26,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/3/1953,0.08,0,45,32,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/4/1953,0,0,52,27,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/5/1953,0,0,60,29,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/6/1953,0,0,58,30,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/7/1953,0,0,60,38,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/8/1953,0,0,60,34,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/9/1953,0,0,71,38,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/10/1953,0.12,0,56,40,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/11/1953,0.21,0,49,43,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/12/1953,0.2,0,53,38,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/13/1953,0.13,0,51,34,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/14/1953,0,0,51,32,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/15/1953,0.02,0,51,35,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/16/1953,0.67,0,48,40,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/17/1953,0.4,0,46,34,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/18/1953,0.11,0,49,42,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/19/1953,0.31,0,45,38,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/20/1953,0.07,0,52,36,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/21/1953,0.52,0,44,37,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/22/1953,0.61,0,49,42,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/23/1953,0.1,0,54,41,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/24/1953,0,0,69,44,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/25/1953,0.36,0,49,32,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/26/1953,0,0,54,33,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/27/1953,0,0,60,37,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/28/1953,0.25,0,57,40,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/29/1953,0.02,0,53,34,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/30/1953,0.2,0,56,40,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/31/1953,0.12,0,52,30,3,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/1/1953,0,0,50,34,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/2/1953,0,0,53,38,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/3/1953,0,0,64,40,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/4/1953,0,0,63,38,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/5/1953,0,0,59,43,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/6/1953,0,0,54,34,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/7/1953,0,0,52,35,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/8/1953,0,0,52,29,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/9/1953,0,0,52,33,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/10/1953,0,0,53,30,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/11/1953,0,0,55,32,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/12/1953,0.01,0,54,38,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/13/1953,0.06,0,52,41,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/14/1953,0.02,0,54,35,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/15/1953,0,0,59,38,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/16/1953,0.05,0,59,42,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/17/1953,0.21,0,59,46,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/18/1953,0.28,0,61,37,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/19/1953,0.04,0,65,49,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/20/1953,0,0,69,44,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/21/1953,0,0,72,42,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/22/1953,0,0,72,44,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/23/1953,0.09,0,60,47,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/24/1953,0,0,61,39,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/25/1953,0,0,71,43,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/26/1953,0.37,0,62,50,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/27/1953,0.55,0,65,48,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/28/1953,0,0,54,38,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/29/1953,0.24,0,55,40,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/30/1953,0.05,0,53,36,4,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/1/1953,0.04,0,55,41,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/2/1953,0.06,0,50,34,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/3/1953,0.02,0,58,43,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/4/1953,0,0,72,47,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/5/1953,0,0,81,51,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/6/1953,0,0,84,51,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/7/1953,0.15,0,68,46,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/8/1953,0.16,0,55,42,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/9/1953,0.05,0,57,37,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/10/1953,0.04,0,57,35,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/11/1953,0,0,60,36,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/12/1953,0,0,68,48,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/13/1953,0,0,78,42,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/14/1953,0.15,0,66,42,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/15/1953,0.02,0,60,44,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/16/1953,0.04,0,53,47,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/17/1953,0,0,61,50,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/18/1953,0.18,0,65,52,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/19/1953,0.48,0,60,45,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/20/1953,0.02,0,60,36,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/21/1953,0.23,0,63,43,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/22/1953,0.36,0,58,42,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/23/1953,0.3,0,57,44,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/24/1953,0.33,0,52,38,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/25/1953,0.06,0,63,36,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/26/1953,0.36,0,62,46,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/27/1953,0.26,0,62,49,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/28/1953,0,0,61,48,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/29/1953,0,0,65,52,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/30/1953,0,0,61,48,5,1953
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/31/1953,0,0,60,38,5,1953
